ID,Tournament,Date,Home Team,Away Team,Home Goals,Away Goals,Home Stadium or Not
42232,AFC Asian Cup,2019-01-07,China,Kyrgyzstan,2.0,1.0,0
42233,AFC Asian Cup,2019-01-07,South Korea,Philippines,1.0,0.0,0
42234,AFC Asian Cup,2019-01-07,Iran,Yemen,5.0,0.0,0
42235,Friendly,2019-01-08,Finland,Sweden,1.0,0.0,0
42236,AFC Asian Cup,2019-01-08,Iraq,Vietnam,3.0,2.0,0
42237,AFC Asian Cup,2019-01-08,Saudi Arabia,North Korea,4.0,0.0,0
42238,AFC Asian Cup,2019-01-09,Qatar,Lebanon,2.0,0.0,0
42239,AFC Asian Cup,2019-01-09,Japan,Turkmenistan,3.0,2.0,0
42240,AFC Asian Cup,2019-01-09,Uzbekistan,Oman,2.0,1.0,0
42241,AFC Asian Cup,2019-01-10,Bahrain,Thailand,0.0,1.0,0
42242,AFC Asian Cup,2019-01-10,Jordan,Syria,2.0,0.0,0
42243,AFC Asian Cup,2019-01-10,United Arab Emirates,India,2.0,0.0,1
42244,Friendly,2019-01-11,Estonia,Finland,2.0,1.0,0
42245,Friendly,2019-01-11,Iceland,Sweden,2.0,2.0,0
42246,AFC Asian Cup,2019-01-11,Palestine,Australia,0.0,3.0,0
42247,AFC Asian Cup,2019-01-11,Philippines,China,0.0,3.0,0
42248,AFC Asian Cup,2019-01-11,Kyrgyzstan,South Korea,0.0,1.0,0
42249,AFC Asian Cup,2019-01-12,Vietnam,Iran,0.0,2.0,0
42250,AFC Asian Cup,2019-01-12,Yemen,Iraq,0.0,3.0,0
42251,AFC Asian Cup,2019-01-12,Lebanon,Saudi Arabia,0.0,2.0,0
42252,AFC Asian Cup,2019-01-13,North Korea,Qatar,0.0,6.0,0
42253,AFC Asian Cup,2019-01-13,Oman,Japan,0.0,1.0,0
42254,AFC Asian Cup,2019-01-13,Turkmenistan,Uzbekistan,0.0,4.0,0
42255,AFC Asian Cup,2019-01-14,India,Bahrain,0.0,1.0,0
42256,AFC Asian Cup,2019-01-14,United Arab Emirates,Thailand,1.0,1.0,1
42257,Friendly,2019-01-15,Estonia,Iceland,0.0,0.0,0
42258,AFC Asian Cup,2019-01-15,Australia,Syria,3.0,2.0,0
42259,AFC Asian Cup,2019-01-15,Palestine,Jordan,0.0,0.0,0
42260,AFC Asian Cup,2019-01-16,South Korea,China,2.0,0.0,0
42261,AFC Asian Cup,2019-01-16,Kyrgyzstan,Philippines,3.0,1.0,0
42262,AFC Asian Cup,2019-01-16,Iran,Iraq,0.0,0.0,0
42263,AFC Asian Cup,2019-01-16,Vietnam,Yemen,2.0,0.0,0
42264,AFC Asian Cup,2019-01-17,Lebanon,North Korea,4.0,1.0,0
42265,AFC Asian Cup,2019-01-17,Saudi Arabia,Qatar,0.0,2.0,0
42266,AFC Asian Cup,2019-01-17,Japan,Uzbekistan,2.0,1.0,0
42267,AFC Asian Cup,2019-01-17,Oman,Turkmenistan,3.0,1.0,0
42268,AFC Asian Cup,2019-01-20,Iran,Oman,2.0,0.0,0
42269,AFC Asian Cup,2019-01-20,Jordan,Vietnam,1.0,1.0,0
42270,AFC Asian Cup,2019-01-20,Thailand,China,1.0,2.0,0
42271,AFC Asian Cup,2019-01-21,Australia,Uzbekistan,0.0,0.0,0
42272,AFC Asian Cup,2019-01-21,Japan,Saudi Arabia,1.0,0.0,0
42273,AFC Asian Cup,2019-01-21,United Arab Emirates,Kyrgyzstan,3.0,2.0,1
42274,AFC Asian Cup,2019-01-22,South Korea,Bahrain,2.0,1.0,0
42275,AFC Asian Cup,2019-01-22,Qatar,Iraq,1.0,0.0,0
42276,AFC Asian Cup,2019-01-24,China,Iran,0.0,3.0,0
42277,AFC Asian Cup,2019-01-24,Vietnam,Japan,0.0,1.0,0
42278,AFC Asian Cup,2019-01-25,South Korea,Qatar,0.0,1.0,0
42279,AFC Asian Cup,2019-01-25,United Arab Emirates,Australia,1.0,0.0,1
42280,Friendly,2019-01-27,United States,Panama,3.0,0.0,1
42281,AFC Asian Cup,2019-01-28,Iran,Japan,0.0,3.0,0
42282,AFC Asian Cup,2019-01-29,United Arab Emirates,Qatar,0.0,4.0,1
42283,AFC Asian Cup,2019-02-01,Japan,Qatar,1.0,3.0,0
42284,Friendly,2019-02-02,United States,Costa Rica,2.0,0.0,1
42285,Friendly,2019-02-21,Kazakhstan,Moldova,1.0,0.0,0
42286,Friendly,2019-02-23,Sint Maarten,Saint Barthélemy,1.0,1.0,1
42287,Friendly,2019-02-27,Cuba,Bermuda,5.0,0.0,1
42288,Friendly,2019-03-03,Bolivia,Nicaragua,2.0,2.0,1
42289,Friendly,2019-03-04,Barbados,Grenada,3.0,0.0,0
42290,Friendly,2019-03-06,El Salvador,Guatemala,3.0,1.0,0
42291,Friendly,2019-03-09,Cambodia,Bangladesh,0.0,1.0,1
42292,Friendly,2019-03-16,Bahamas,Turks and Caicos Islands,6.0,1.0,1
42293,Friendly,2019-03-17,Saint Barthélemy,Saint Martin,4.0,3.0,1
42294,Friendly,2019-03-18,Fiji,New Caledonia,3.0,0.0,1
42295,Friendly,2019-03-18,Solomon Islands,Vanuatu,3.0,1.0,1
42296,Friendly,2019-03-19,Myanmar,Taiwan,0.0,0.0,1
42297,Friendly,2019-03-20,Germany,Serbia,1.0,1.0,1
42298,Friendly,2019-03-20,Wales,Trinidad and Tobago,1.0,0.0,1
42299,Friendly,2019-03-21,Kosovo,Denmark,2.0,2.0,1
42300,Friendly,2019-03-21,Kuwait,Nepal,0.0,0.0,1
42301,Friendly,2019-03-21,Mauritius,New Caledonia,3.0,1.0,0
42302,Friendly,2019-03-21,United Arab Emirates,Saudi Arabia,2.0,1.0,1
42303,Friendly,2019-03-21,United States,Ecuador,1.0,0.0,1
42304,UEFA Euro qualification,2019-03-21,Northern Ireland,Estonia,2.0,0.0,1
42305,UEFA Euro qualification,2019-03-21,Netherlands,Belarus,4.0,0.0,1
42306,UEFA Euro qualification,2019-03-21,Croatia,Azerbaijan,2.0,1.0,1
42307,UEFA Euro qualification,2019-03-21,Slovakia,Hungary,2.0,0.0,1
42308,UEFA Euro qualification,2019-03-21,Austria,Poland,0.0,1.0,1
42309,UEFA Euro qualification,2019-03-21,North Macedonia,Latvia,3.0,1.0,1
42310,UEFA Euro qualification,2019-03-21,Israel,Slovenia,1.0,1.0,1
42311,UEFA Euro qualification,2019-03-21,Cyprus,San Marino,5.0,0.0,1
42312,UEFA Euro qualification,2019-03-21,Belgium,Russia,3.0,1.0,1
42313,UEFA Euro qualification,2019-03-21,Kazakhstan,Scotland,3.0,0.0,1
42314,CONCACAF Nations League qualification,2019-03-21,British Virgin Islands,Turks and Caicos Islands,2.0,2.0,0
42315,Friendly,2019-03-22,Argentina,Venezuela,1.0,3.0,0
42316,Friendly,2019-03-22,Guatemala,Costa Rica,1.0,0.0,1
42317,Kirin Challenge Cup,2019-03-22,Japan,Colombia,0.0,1.0,1
42318,Friendly,2019-03-22,South Korea,Bolivia,1.0,0.0,1
42319,Friendly,2019-03-22,Mexico,Chile,3.0,1.0,0
42320,Friendly,2019-03-22,Peru,Paraguay,1.0,0.0,0
42321,UEFA Euro qualification,2019-03-22,Bulgaria,Montenegro,1.0,1.0,1
42322,UEFA Euro qualification,2019-03-22,England,Czech Republic,5.0,0.0,1
42323,UEFA Euro qualification,2019-03-22,Portugal,Ukraine,0.0,0.0,1
42324,UEFA Euro qualification,2019-03-22,Luxembourg,Lithuania,2.0,1.0,1
42325,UEFA Euro qualification,2019-03-22,Albania,Turkey,0.0,2.0,1
42326,UEFA Euro qualification,2019-03-22,Andorra,Iceland,0.0,2.0,1
42327,UEFA Euro qualification,2019-03-22,Moldova,France,1.0,4.0,1
42328,African Cup of Nations qualification,2019-03-22,Botswana,Angola,0.0,1.0,1
42329,CONCACAF Nations League qualification,2019-03-22,Anguilla,United States Virgin Islands,0.0,3.0,1
42330,CONCACAF Nations League qualification,2019-03-22,Saint Vincent and the Grenadines,Bonaire,2.0,1.0,1
42331,CONCACAF Nations League qualification,2019-03-22,Cayman Islands,Montserrat,1.0,2.0,1
42332,CONCACAF Nations League qualification,2019-03-22,Saint Lucia,Aruba,3.0,2.0,0
42333,African Cup of Nations qualification,2019-03-22,Sudan,Equatorial Guinea,1.0,4.0,1
42334,African Cup of Nations qualification,2019-03-22,Malawi,Morocco,0.0,0.0,1
42335,African Cup of Nations qualification,2019-03-22,Algeria,Gambia,1.0,1.0,1
42336,African Cup of Nations qualification,2019-03-22,Nigeria,Seychelles,3.0,1.0,1
42337,African Cup of Nations qualification,2019-03-22,Burkina Faso,Mauritania,1.0,0.0,1
42338,African Cup of Nations qualification,2019-03-22,Tunisia,Eswatini,4.0,0.0,1
42339,Friendly,2019-03-23,Brazil,Panama,1.0,1.0,0
42340,Friendly,2019-03-23,Malaysia,Afghanistan,2.0,1.0,1
42341,Friendly,2019-03-23,Oman,Singapore,1.0,1.0,0
42342,UEFA Euro qualification,2019-03-23,Georgia,Switzerland,0.0,2.0,1
42343,UEFA Euro qualification,2019-03-23,Gibraltar,Republic of Ireland,0.0,1.0,1
42344,UEFA Euro qualification,2019-03-23,Malta,Faroe Islands,2.0,1.0,1
42345,UEFA Euro qualification,2019-03-23,Sweden,Romania,2.0,1.0,1
42346,UEFA Euro qualification,2019-03-23,Spain,Norway,2.0,1.0,1
42347,UEFA Euro qualification,2019-03-23,Bosnia and Herzegovina,Armenia,2.0,1.0,1
42348,UEFA Euro qualification,2019-03-23,Italy,Finland,2.0,0.0,1
42349,UEFA Euro qualification,2019-03-23,Liechtenstein,Greece,0.0,2.0,1
42350,African Cup of Nations qualification,2019-03-23,Senegal,Madagascar,2.0,0.0,1
42351,African Cup of Nations qualification,2019-03-23,Cameroon,Comoros,3.0,0.0,1
42352,African Cup of Nations qualification,2019-03-23,Mali,South Sudan,3.0,0.0,1
42353,African Cup of Nations qualification,2019-03-23,Ghana,Kenya,1.0,0.0,1
42354,African Cup of Nations qualification,2019-03-23,Niger,Egypt,1.0,1.0,1
42355,African Cup of Nations qualification,2019-03-23,Zambia,Namibia,4.0,1.0,1
42356,CONCACAF Nations League qualification,2019-03-23,Dominica,Bahamas,4.0,0.0,1
42357,CONCACAF Nations League qualification,2019-03-23,Sint Maarten,Saint Martin,4.0,3.0,0
42358,CONCACAF Nations League qualification,2019-03-23,Antigua and Barbuda,Curaçao,2.0,1.0,1
42359,CONCACAF Nations League qualification,2019-03-23,Guyana,Belize,2.0,1.0,1
42360,CONCACAF Nations League qualification,2019-03-23,Suriname,Saint Kitts and Nevis,2.0,0.0,1
42361,CONCACAF Nations League qualification,2019-03-23,Guadeloupe,Martinique,0.0,1.0,1
42362,African Cup of Nations qualification,2019-03-23,Burundi,Gabon,1.0,1.0,1
42363,African Cup of Nations qualification,2019-03-23,Ivory Coast,Rwanda,3.0,0.0,1
42364,African Cup of Nations qualification,2019-03-23,Guinea-Bissau,Mozambique,2.0,2.0,1
42365,Friendly,2019-03-23,Vatican City,Raetia,2.0,2.0,1
42366,Muratti Vase,2019-03-23,Alderney,Jersey,0.0,2.0,1
42367,Friendly,2019-03-24,Taiwan,Solomon Islands,0.0,1.0,1
42368,Friendly,2019-03-24,Fiji,Mauritius,1.0,0.0,1
42369,UEFA Euro qualification,2019-03-24,Northern Ireland,Belarus,2.0,1.0,1
42370,UEFA Euro qualification,2019-03-24,Netherlands,Germany,2.0,3.0,1
42371,UEFA Euro qualification,2019-03-24,Wales,Slovakia,1.0,0.0,1
42372,UEFA Euro qualification,2019-03-24,Hungary,Croatia,2.0,1.0,1
42373,UEFA Euro qualification,2019-03-24,Israel,Austria,4.0,2.0,1
42374,UEFA Euro qualification,2019-03-24,Poland,Latvia,2.0,0.0,1
42375,UEFA Euro qualification,2019-03-24,Slovenia,North Macedonia,1.0,1.0,1
42376,UEFA Euro qualification,2019-03-24,San Marino,Scotland,0.0,2.0,1
42377,UEFA Euro qualification,2019-03-24,Kazakhstan,Russia,0.0,4.0,1
42378,UEFA Euro qualification,2019-03-24,Cyprus,Belgium,0.0,2.0,1
42379,African Cup of Nations qualification,2019-03-24,Benin,Togo,2.0,1.0,1
42380,African Cup of Nations qualification,2019-03-24,Libya,South Africa,1.0,2.0,0
42381,African Cup of Nations qualification,2019-03-24,Zimbabwe,Congo,2.0,0.0,1
42382,African Cup of Nations qualification,2019-03-24,Central African Republic,Guinea,0.0,0.0,1
42383,African Cup of Nations qualification,2019-03-24,Tanzania,Uganda,3.0,0.0,1
42384,CONCACAF Nations League qualification,2019-03-24,British Virgin Islands,Bonaire,1.0,2.0,0
42385,CONCACAF Nations League qualification,2019-03-24,Puerto Rico,Grenada,0.0,2.0,1
42386,CONCACAF Nations League qualification,2019-03-24,Canada,French Guiana,4.0,1.0,1
42387,CONCACAF Nations League qualification,2019-03-24,Dominican Republic,Bermuda,1.0,3.0,1
42388,CONCACAF Nations League qualification,2019-03-24,Haiti,Cuba,2.0,1.0,1
42389,CONCACAF Nations League qualification,2019-03-24,Barbados,Nicaragua,0.0,1.0,1
42390,CONCACAF Nations League qualification,2019-03-24,El Salvador,Jamaica,2.0,0.0,1
42391,African Cup of Nations qualification,2019-03-24,DR Congo,Liberia,1.0,0.0,1
42392,African Cup of Nations qualification,2019-03-24,Cape Verde,Lesotho,0.0,0.0,1
42393,Friendly,2019-03-25,Catalonia,Venezuela,2.0,1.0,1
42394,Friendly,2019-03-25,Azerbaijan,Lithuania,0.0,0.0,1
42395,Friendly,2019-03-25,Kuwait,Nepal,1.0,0.0,1
42396,Friendly,2019-03-25,Myanmar,Indonesia,0.0,2.0,1
42397,Friendly,2019-03-25,Saudi Arabia,Equatorial Guinea,3.0,2.0,1
42398,UEFA Euro qualification,2019-03-25,Kosovo,Bulgaria,1.0,1.0,1
42399,UEFA Euro qualification,2019-03-25,Montenegro,England,1.0,5.0,1
42400,UEFA Euro qualification,2019-03-25,Portugal,Serbia,1.0,1.0,1
42401,UEFA Euro qualification,2019-03-25,Luxembourg,Ukraine,1.0,2.0,1
42402,UEFA Euro qualification,2019-03-25,Turkey,Moldova,4.0,0.0,1
42403,UEFA Euro qualification,2019-03-25,Andorra,Albania,0.0,3.0,1
42404,UEFA Euro qualification,2019-03-25,France,Iceland,4.0,0.0,1
42405,Friendly,2019-03-26,Algeria,Tunisia,1.0,0.0,1
42406,Friendly,2019-03-26,Costa Rica,Jamaica,1.0,0.0,1
42407,Friendly,2019-03-26,Czech Republic,Brazil,1.0,3.0,1
42408,Friendly,2019-03-26,Ghana,Mauritania,3.0,1.0,1
42409,Friendly,2019-03-26,Gibraltar,Estonia,0.0,1.0,1
42410,Friendly,2019-03-26,Honduras,Ecuador,0.0,0.0,0
42411,Friendly,2019-03-26,Ivory Coast,Liberia,1.0,0.0,1
42412,Kirin Challenge Cup,2019-03-26,Japan,Bolivia,1.0,0.0,1
42413,Friendly,2019-03-26,South Korea,Colombia,2.0,1.0,1
42414,Friendly,2019-03-26,Morocco,Argentina,0.0,1.0,1
42415,Friendly,2019-03-26,Nicaragua,Guatemala,0.0,1.0,1
42416,Friendly,2019-03-26,Nigeria,Egypt,1.0,0.0,1
42417,Friendly,2019-03-26,Paraguay,Mexico,2.0,4.0,0
42418,Friendly,2019-03-26,Peru,El Salvador,0.0,2.0,0
42419,Friendly,2019-03-26,Senegal,Mali,2.0,1.0,1
42420,Friendly,2019-03-26,United Arab Emirates,Syria,0.0,0.0,1
42421,Friendly,2019-03-26,United States,Chile,1.0,1.0,1
42422,UEFA Euro qualification,2019-03-26,Republic of Ireland,Georgia,1.0,0.0,1
42423,UEFA Euro qualification,2019-03-26,Switzerland,Denmark,3.0,3.0,1
42424,UEFA Euro qualification,2019-03-26,Malta,Spain,0.0,2.0,1
42425,UEFA Euro qualification,2019-03-26,Norway,Sweden,3.0,3.0,1
42426,UEFA Euro qualification,2019-03-26,Romania,Faroe Islands,4.0,1.0,1
42427,UEFA Euro qualification,2019-03-26,Bosnia and Herzegovina,Greece,2.0,2.0,1
42428,UEFA Euro qualification,2019-03-26,Italy,Liechtenstein,6.0,0.0,1
42429,UEFA Euro qualification,2019-03-26,Armenia,Finland,0.0,2.0,1
42430,Friendly,2019-05-04,Yorkshire,Somaliland,6.0,2.0,1
42431,Muratti Vase,2019-05-11,Guernsey,Jersey,0.0,0.0,1
42432,COSAFA Cup,2019-05-25,Eswatini,Mauritius,2.0,2.0,0
42433,Friendly,2019-05-25,Kernow,Barawa,5.0,0.0,1
42434,Friendly,2019-05-25,Cascadia,Chagos Islands,6.0,3.0,1
42435,COSAFA Cup,2019-05-26,Mozambique,Namibia,1.0,2.0,0
42436,COSAFA Cup,2019-05-26,Malawi,Seychelles,3.0,0.0,0
42437,COSAFA Cup,2019-05-27,Eswatini,Comoros,2.0,2.0,0
42438,COSAFA Cup,2019-05-28,Seychelles,Mozambique,0.0,0.0,0
42439,COSAFA Cup,2019-05-28,Namibia,Malawi,1.0,2.0,0
42440,Friendly,2019-05-28,Laos,Sri Lanka,2.0,1.0,1
42441,COSAFA Cup,2019-05-29,Comoros,Mauritius,2.0,1.0,0
42442,Friendly,2019-05-29,Panama,Basque Country,0.0,0.0,1
42443,COSAFA Cup,2019-05-30,Mozambique,Malawi,1.0,1.0,0
42444,COSAFA Cup,2019-05-30,Namibia,Seychelles,3.0,0.0,0
42445,Friendly,2019-05-30,Turkey,Greece,2.0,1.0,1
42446,Friendly,2019-05-31,Laos,Sri Lanka,2.0,2.0,1
42447,COSAFA Cup,2019-06-01,Lesotho,Uganda,0.0,0.0,0
42448,COSAFA Cup,2019-06-01,Zimbabwe,Comoros,2.0,0.0,0
42449,Friendly,2019-06-01,Venezuela,Ecuador,1.0,1.0,0
42450,Atlantic Heritage Cup,2019-06-01,Yorkshire,Parishes of Jersey,1.0,0.0,1
42451,COSAFA Cup,2019-06-02,South Africa,Botswana,2.0,2.0,1
42452,COSAFA Cup,2019-06-02,Zambia,Malawi,2.0,2.0,0
42453,Friendly,2019-06-02,El Salvador,Haiti,1.0,0.0,0
42454,Friendly,2019-06-02,France,Bolivia,2.0,0.0,1
42455,Friendly,2019-06-02,Luxembourg,Madagascar,3.0,3.0,1
42456,Friendly,2019-06-02,Malaysia,Nepal,2.0,0.0,1
42457,Friendly,2019-06-02,Turkey,Uzbekistan,2.0,0.0,1
42458,CONIFA European Football Cup,2019-06-02,Abkhazia,Chameria,3.0,1.0,0
42459,CONIFA European Football Cup,2019-06-02,Artsakh,Sápmi,3.0,2.0,1
42460,CONIFA European Football Cup,2019-06-02,Padania,Székely Land,4.0,0.0,0
42461,CONIFA European Football Cup,2019-06-02,Western Armenia,South Ossetia,1.0,2.0,0
42462,Atlantic Heritage Cup,2019-06-02,Parishes of Jersey,Chagos Islands,9.0,2.0,1
42463,Friendly,2019-06-03,Colombia,Panama,3.0,0.0,1
42464,Friendly,2019-06-03,Vanuatu,Tahiti,2.0,0.0,1
42465,CONIFA European Football Cup,2019-06-03,Artsakh,Chameria,1.0,4.0,1
42466,CONIFA European Football Cup,2019-06-03,Sápmi,Abkhazia,0.0,1.0,0
42467,CONIFA European Football Cup,2019-06-03,Székely Land,Western Armenia,0.0,5.0,0
42468,CONIFA European Football Cup,2019-06-03,South Ossetia,Padania,2.0,1.0,0
42469,COSAFA Cup,2019-06-04,Comoros,Malawi,1.0,2.0,0
42470,CONIFA European Football Cup,2019-06-04,Artsakh,Abkhazia,1.0,1.0,1
42471,CONIFA European Football Cup,2019-06-04,Chameria,Sápmi,4.0,0.0,0
42472,CONIFA European Football Cup,2019-06-04,South Ossetia,Székely Land,2.0,2.0,0
42473,CONIFA European Football Cup,2019-06-04,Padania,Western Armenia,1.0,1.0,0
42474,COSAFA Cup,2019-06-04,South Africa,Uganda,1.0,1.0,1
42475,COSAFA Cup,2019-06-05,Lesotho,Botswana,1.0,2.0,0
42476,COSAFA Cup,2019-06-05,Zimbabwe,Zambia,0.0,0.0,0
42477,Friendly,2019-06-05,Brazil,Qatar,2.0,0.0,1
42478,Kirin Challenge Cup,2019-06-05,Japan,Trinidad and Tobago,0.0,0.0,1
42479,Friendly,2019-06-05,Mexico,Venezuela,3.0,1.0,0
42480,Friendly,2019-06-05,Paraguay,Honduras,1.0,1.0,1
42481,Friendly,2019-06-05,Peru,Costa Rica,1.0,0.0,1
42482,Friendly,2019-06-05,United States,Jamaica,0.0,1.0,1
42483,UEFA Nations League,2019-06-05,Portugal,Switzerland,3.0,1.0,1
42484,Friendly,2019-06-06,Bermuda,Guyana,1.0,0.0,1
42485,Friendly,2019-06-06,Chile,Haiti,2.0,1.0,1
42486,Friendly,2019-06-06,Taiwan,Nepal,1.0,1.0,1
42487,Friendly,2019-06-06,Iran,Syria,5.0,0.0,1
42488,Friendly,2019-06-06,Slovakia,Jordan,5.0,1.0,1
42489,Friendly,2019-06-06,Tajikistan,Afghanistan,1.0,1.0,1
42490,UEFA Nations League,2019-06-06,England,Netherlands,1.0,3.0,0
42491,CONIFA European Football Cup,2019-06-06,Abkhazia,Western Armenia,1.0,1.0,0
42492,CONIFA European Football Cup,2019-06-06,South Ossetia,Chameria,0.0,0.0,0
42493,CONIFA European Football Cup,2019-06-06,Padania,Sápmi,4.0,0.0,0
42494,CONIFA European Football Cup,2019-06-06,Artsakh,Székely Land,2.0,1.0,1
42495,FIFA World Cup qualification,2019-06-06,Bhutan,Guam,1.0,0.0,1
42496,FIFA World Cup qualification,2019-06-06,Cambodia,Pakistan,2.0,0.0,1
42497,FIFA World Cup qualification,2019-06-06,Laos,Bangladesh,0.0,1.0,1
42498,FIFA World Cup qualification,2019-06-06,Macau,Sri Lanka,1.0,0.0,1
42499,FIFA World Cup qualification,2019-06-06,Mongolia,Brunei,2.0,0.0,1
42500,UEFA Euro qualification,2019-06-07,Czech Republic,Bulgaria,2.0,1.0,1
42501,UEFA Euro qualification,2019-06-07,Montenegro,Kosovo,1.0,1.0,1
42502,UEFA Euro qualification,2019-06-07,Lithuania,Luxembourg,1.0,1.0,1
42503,UEFA Euro qualification,2019-06-07,Ukraine,Serbia,5.0,0.0,1
42504,UEFA Euro qualification,2019-06-07,Georgia,Gibraltar,3.0,0.0,1
42505,UEFA Euro qualification,2019-06-07,Denmark,Republic of Ireland,1.0,1.0,1
42506,UEFA Euro qualification,2019-06-07,Faroe Islands,Spain,1.0,4.0,1
42507,UEFA Euro qualification,2019-06-07,Norway,Romania,2.0,2.0,1
42508,UEFA Euro qualification,2019-06-07,Sweden,Malta,3.0,0.0,1
42509,UEFA Euro qualification,2019-06-07,Austria,Slovenia,1.0,0.0,1
42510,UEFA Euro qualification,2019-06-07,North Macedonia,Poland,0.0,1.0,1
42511,UEFA Euro qualification,2019-06-07,Latvia,Israel,0.0,3.0,1
42512,COSAFA Cup,2019-06-07,Lesotho,Zimbabwe,2.0,2.0,0
42513,COSAFA Cup,2019-06-07,South Africa,Malawi,0.0,0.0,1
42514,Friendly,2019-06-07,Argentina,Nicaragua,5.0,1.0,1
42515,Friendly,2019-06-07,China,Philippines,2.0,0.0,1
42516,Friendly,2019-06-07,Fiji,Tahiti,1.0,1.0,0
42517,Friendly,2019-06-07,Ivory Coast,Comoros,3.0,1.0,0
42518,Friendly,2019-06-07,Kenya,Madagascar,1.0,0.0,1
42519,Friendly,2019-06-07,South Korea,Australia,1.0,0.0,1
42520,Friendly,2019-06-07,Tunisia,Iraq,2.0,0.0,1
42521,Friendly,2019-06-07,Uruguay,Panama,3.0,0.0,1
42522,Friendly,2019-06-07,Uzbekistan,North Korea,4.0,0.0,1
42523,FIFA World Cup qualification,2019-06-07,Malaysia,Timor-Leste,7.0,1.0,1
42524,UEFA Euro qualification,2019-06-08,Estonia,Northern Ireland,1.0,2.0,1
42525,UEFA Euro qualification,2019-06-08,Belarus,Germany,0.0,2.0,1
42526,UEFA Euro qualification,2019-06-08,Croatia,Wales,2.0,1.0,1
42527,UEFA Euro qualification,2019-06-08,Azerbaijan,Hungary,1.0,3.0,1
42528,UEFA Euro qualification,2019-06-08,Iceland,Albania,1.0,0.0,1
42529,UEFA Euro qualification,2019-06-08,Moldova,Andorra,1.0,0.0,1
42530,UEFA Euro qualification,2019-06-08,Turkey,France,2.0,0.0,1
42531,UEFA Euro qualification,2019-06-08,Russia,San Marino,9.0,0.0,1
42532,UEFA Euro qualification,2019-06-08,Scotland,Cyprus,2.0,1.0,1
42533,UEFA Euro qualification,2019-06-08,Belgium,Kazakhstan,3.0,0.0,1
42534,UEFA Euro qualification,2019-06-08,Finland,Bosnia and Herzegovina,2.0,0.0,1
42535,UEFA Euro qualification,2019-06-08,Armenia,Liechtenstein,3.0,0.0,1
42536,UEFA Euro qualification,2019-06-08,Greece,Italy,0.0,3.0,1
42537,COSAFA Cup,2019-06-08,Botswana,Zambia,0.0,1.0,0
42538,Friendly,2019-06-08,Angola,Guinea-Bissau,2.0,0.0,0
42539,Friendly,2019-06-08,Nigeria,Zimbabwe,0.0,0.0,1
42540,Friendly,2019-06-08,Singapore,Solomon Islands,4.0,3.0,1
42541,CONIFA European Football Cup,2019-06-08,Abkhazia,Chameria,0.0,0.0,0
42542,CONIFA European Football Cup,2019-06-08,Sápmi,Székely Land,3.0,2.0,0
42543,CONIFA European Football Cup,2019-06-08,Artsakh,Padania,2.0,0.0,1
42544,Friendly,2019-06-09,Brazil,Honduras,7.0,0.0,1
42545,Friendly,2019-06-09,Cameroon,Zambia,2.0,1.0,1
42546,Friendly,2019-06-09,DR Congo,Burkina Faso,0.0,0.0,0
42547,Kirin Challenge Cup,2019-06-09,Japan,El Salvador,2.0,0.0,1
42548,Friendly,2019-06-09,Mexico,Ecuador,3.0,2.0,0
42549,Friendly,2019-06-09,Paraguay,Guatemala,2.0,0.0,1
42550,Friendly,2019-06-09,Peru,Colombia,0.0,3.0,1
42551,Friendly,2019-06-09,Turkmenistan,Uganda,0.0,0.0,0
42552,Friendly,2019-06-09,United States,Venezuela,0.0,3.0,1
42553,UEFA Nations League,2019-06-09,Switzerland,England,0.0,0.0,0
42554,UEFA Nations League,2019-06-09,Portugal,Netherlands,1.0,0.0,1
42555,CONIFA European Football Cup,2019-06-09,Western Armenia,South Ossetia,0.0,1.0,0
42556,UEFA Euro qualification,2019-06-10,Czech Republic,Montenegro,3.0,0.0,1
42557,UEFA Euro qualification,2019-06-10,Bulgaria,Kosovo,2.0,3.0,1
42558,UEFA Euro qualification,2019-06-10,Serbia,Lithuania,4.0,1.0,1
42559,UEFA Euro qualification,2019-06-10,Ukraine,Luxembourg,1.0,0.0,1
42560,UEFA Euro qualification,2019-06-10,Republic of Ireland,Gibraltar,2.0,0.0,1
42561,UEFA Euro qualification,2019-06-10,Denmark,Georgia,5.0,1.0,1
42562,UEFA Euro qualification,2019-06-10,Faroe Islands,Norway,0.0,2.0,1
42563,UEFA Euro qualification,2019-06-10,Malta,Romania,0.0,4.0,1
42564,UEFA Euro qualification,2019-06-10,Spain,Sweden,3.0,0.0,1
42565,UEFA Euro qualification,2019-06-10,North Macedonia,Austria,1.0,4.0,1
