ID,Tournament,Date,Home Team,Away Team,Home Goals,Away Goals,Home Stadium or Not
9145,All-African Games,1973-01-10,Guinea,Burkina Faso,3.0,2.0,0
9146,All-African Games,1973-01-12,Nigeria,Tanzania,2.0,1.0,1
9147,All-African Games,1973-01-12,Ghana,Algeria,2.0,0.0,0
9148,All-African Games,1973-01-12,Guinea,Congo,5.0,1.0,0
9149,All-African Games,1973-01-12,Egypt,Burkina Faso,4.0,2.0,0
9150,FIFA World Cup qualification,1973-01-13,Italy,Turkey,0.0,0.0,1
9151,All-African Games,1973-01-14,Nigeria,Egypt,4.0,2.0,1
9152,All-African Games,1973-01-14,Guinea,Ghana,2.0,1.0,0
9153,All-African Games,1973-01-16,Egypt,Ghana,2.0,1.0,0
9154,All-African Games,1973-01-16,Nigeria,Guinea,2.0,0.0,1
9155,FIFA World Cup qualification,1973-01-17,Greece,Spain,2.0,3.0,1
9156,FIFA World Cup qualification,1973-01-24,England,Wales,1.0,1.0,1
9157,Friendly,1973-01-26,Uganda,Congo,3.0,1.0,1
9158,Friendly,1973-01-28,Cyprus,Bulgaria,0.0,3.0,1
9159,Friendly,1973-01-30,Guyana,Haiti,1.0,3.0,1
9160,Friendly,1973-01-31,Greece,Bulgaria,2.0,2.0,1
9161,Friendly,1973-02-01,Guyana,Haiti,1.0,0.0,1
9162,FIFA World Cup qualification,1973-02-04,Cameroon,DR Congo,0.0,1.0,1
9163,Friendly,1973-02-04,Haiti,Trinidad and Tobago,0.0,0.0,1
9164,Friendly,1973-02-04,Indonesia,Bulgaria,0.0,4.0,1
9165,Friendly,1973-02-04,Tunisia,Yugoslavia,0.0,5.0,1
9166,Friendly,1973-02-06,Haiti,Trinidad and Tobago,4.0,2.0,1
9167,Friendly,1973-02-06,Mexico,Argentina,2.0,0.0,1
9168,Friendly,1973-02-08,Barbados,Haiti,3.0,2.0,1
9169,Friendly,1973-02-08,New Caledonia,Bulgaria,3.0,5.0,1
9170,FIFA World Cup qualification,1973-02-10,Nigeria,Ghana,2.0,3.0,1
9171,FIFA World Cup qualification,1973-02-11,Guinea,Morocco,1.0,1.0,1
9172,FIFA World Cup qualification,1973-02-11,Tunisia,Ivory Coast,1.0,1.0,1
9173,Friendly,1973-02-14,Australia,Bulgaria,2.0,2.0,1
9174,Friendly,1973-02-14,Chile,Tahiti,10.0,1.0,1
9175,FIFA World Cup qualification,1973-02-14,Cyprus,Northern Ireland,1.0,0.0,1
9176,Friendly,1973-02-14,Germany,Argentina,2.0,3.0,1
9177,Friendly,1973-02-14,Scotland,England,0.0,5.0,1
9178,Friendly,1973-02-14,Turkey,Algeria,4.0,0.0,1
9179,Friendly,1973-02-15,Colombia,German DR,0.0,2.0,1
9180,Friendly,1973-02-16,Australia,Bulgaria,1.0,3.0,1
9181,Friendly,1973-02-17,Morocco,Senegal,3.0,1.0,1
9182,Oceania Nations Cup,1973-02-17,New Caledonia,Tahiti,1.0,2.0,0
9183,Oceania Nations Cup,1973-02-17,New Zealand,Fiji,5.0,1.0,1
9184,Friendly,1973-02-18,Australia,Bulgaria,0.0,2.0,1
9185,Friendly,1973-02-18,Ecuador,German DR,1.0,1.0,1
9186,Oceania Nations Cup,1973-02-18,New Caledonia,Vanuatu,4.0,1.0,0
9187,Oceania Nations Cup,1973-02-18,New Zealand,Tahiti,1.0,1.0,1
9188,Oceania Nations Cup,1973-02-20,Fiji,New Caledonia,0.0,2.0,0
9189,Friendly,1973-02-20,Israel,Argentina,1.0,1.0,1
9190,Oceania Nations Cup,1973-02-20,Vanuatu,Tahiti,0.0,1.0,0
9191,Oceania Nations Cup,1973-02-21,Fiji,Vanuatu,1.0,2.0,0
9192,Oceania Nations Cup,1973-02-21,New Zealand,New Caledonia,2.0,1.0,1
9193,FIFA World Cup qualification,1973-02-21,Spain,Greece,3.0,1.0,1
9194,Oceania Nations Cup,1973-02-23,Fiji,Tahiti,0.0,4.0,0
9195,Oceania Nations Cup,1973-02-23,New Zealand,Vanuatu,3.0,1.0,1
9196,Oceania Nations Cup,1973-02-24,New Caledonia,Vanuatu,2.0,1.0,0
9197,Oceania Nations Cup,1973-02-24,New Zealand,Tahiti,2.0,0.0,1
9198,FIFA World Cup qualification,1973-02-25,DR Congo,Cameroon,0.0,1.0,1
9199,FIFA World Cup qualification,1973-02-25,Ghana,Nigeria,0.0,0.0,1
9200,FIFA World Cup qualification,1973-02-25,Ivory Coast,Tunisia,2.0,1.0,1
9201,FIFA World Cup qualification,1973-02-25,Morocco,Guinea,2.0,0.0,1
9202,FIFA World Cup qualification,1973-02-25,Turkey,Italy,0.0,1.0,1
9203,FIFA World Cup qualification,1973-02-27,DR Congo,Cameroon,2.0,0.0,1
9204,Friendly,1973-03-03,France,Portugal,1.0,2.0,1
9205,FIFA World Cup qualification,1973-03-04,New Zealand,Australia,1.0,1.0,1
9206,Friendly,1973-03-04,Peru,Guatemala,5.0,1.0,1
9207,Friendly,1973-03-10,Sudan,Ethiopia,1.0,0.0,1
9208,FIFA World Cup qualification,1973-03-11,Australia,Iraq,3.0,1.0,1
9209,FIFA World Cup qualification,1973-03-11,Indonesia,New Zealand,1.0,1.0,0
9210,FIFA World Cup qualification,1973-03-13,Australia,Indonesia,2.0,1.0,1
9211,FIFA World Cup qualification,1973-03-13,Iraq,New Zealand,2.0,0.0,0
9212,FIFA World Cup qualification,1973-03-16,Australia,New Zealand,3.0,3.0,1
9213,FIFA World Cup qualification,1973-03-16,Iraq,Indonesia,1.0,1.0,0
9214,Friendly,1973-03-17,Bermuda,United States,4.0,0.0,1
9215,FIFA World Cup qualification,1973-03-18,Australia,Iraq,0.0,0.0,1
9216,FIFA World Cup qualification,1973-03-18,Indonesia,New Zealand,1.0,0.0,0
9217,Friendly,1973-03-20,Poland,United States,4.0,0.0,1
9218,FIFA World Cup qualification,1973-03-21,Iraq,Indonesia,3.0,2.0,0
9219,FIFA World Cup qualification,1973-03-24,Australia,Indonesia,6.0,0.0,1
9220,FIFA World Cup qualification,1973-03-24,Iraq,New Zealand,4.0,0.0,0
9221,Friendly,1973-03-24,Peru,Bolivia,2.0,0.0,1
9222,Friendly,1973-03-28,Austria,Netherlands,1.0,0.0,1
9223,Friendly,1973-03-28,Bulgaria,Russia,1.0,0.0,1
9224,Friendly,1973-03-28,Germany,Czechoslovakia,3.0,0.0,1
9225,FIFA World Cup qualification,1973-03-28,Northern Ireland,Portugal,1.0,1.0,0
9226,Friendly,1973-03-28,Peru,Paraguay,1.0,0.0,1
9227,FIFA World Cup qualification,1973-03-28,Wales,Poland,2.0,0.0,1
9228,Muratti Vase,1973-03-29,Jersey,Alderney,6.0,1.0,1
9229,African Cup of Nations qualification,1973-03-31,Sierra Leone,Mali,1.0,1.0,1
9230,Friendly,1973-03-31,Bolivia,Paraguay,1.0,1.0,1
9231,FIFA World Cup qualification,1973-03-31,Italy,Luxembourg,5.0,0.0,1
9232,FIFA World Cup qualification,1973-04-01,Ethiopia,Zambia,0.0,0.0,1
9233,African Cup of Nations qualification,1973-04-08,Central African Republic,Ivory Coast,4.0,2.0,1
9234,FIFA World Cup qualification,1973-04-08,German DR,Albania,2.0,0.0,1
9235,FIFA World Cup qualification,1973-04-08,Luxembourg,Switzerland,0.0,1.0,1
9236,Friendly,1973-04-08,Paraguay,Peru,1.0,1.0,1
9237,African Cup of Nations qualification,1973-04-08,Ghana,Senegal,3.0,2.0,1
9238,African Cup of Nations qualification,1973-04-08,Lesotho,Mauritius,0.0,0.0,1
9239,African Cup of Nations qualification,1973-04-08,Ethiopia,Tanzania,2.0,1.0,1
9240,African Cup of Nations qualification,1973-04-08,Tanzania,Ethiopia,3.0,0.0,1
9241,Friendly,1973-04-12,Kuwait,Qatar,9.0,0.0,1
9242,African Cup of Nations qualification,1973-04-13,Sudan,Nigeria,1.0,1.0,1
9243,Friendly,1973-04-14,Haiti,Chile,1.0,1.0,1
9244,African Cup of Nations qualification,1973-04-15,Uganda,Kenya,1.0,0.0,1
9245,African Cup of Nations qualification,1973-04-15,Burkina Faso,DR Congo,0.0,5.0,1
9246,FIFA World Cup qualification,1973-04-15,Zambia,Ethiopia,4.0,2.0,1
9247,Friendly,1973-04-17,Kuwait,Qatar,4.0,1.0,1
9248,Friendly,1973-04-18,Belgium,German DR,3.0,0.0,1
9249,Friendly,1973-04-18,Russia,Romania,2.0,0.0,1
9250,Balkan Cup,1973-04-18,Turkey,Bulgaria,5.0,2.0,1
9251,African Cup of Nations qualification,1973-04-21,Nigeria,Sudan,2.0,1.0,1
9252,African Cup of Nations qualification,1973-04-21,Senegal,Ghana,1.0,0.0,1
9253,African Cup of Nations qualification,1973-04-22,Mauritius,Lesotho,5.0,1.0,1
9254,African Cup of Nations qualification,1973-04-22,DR Congo,Burkina Faso,4.0,1.0,1
9255,Friendly,1973-04-23,Peru,Panama,4.0,0.0,1
9256,Friendly,1973-04-24,Ecuador,Chile,1.0,1.0,1
9257,Friendly,1973-04-26,Denmark,Sweden,1.0,2.0,1
9258,African Cup of Nations qualification,1973-04-28,Kenya,Uganda,1.0,2.0,1
9259,African Cup of Nations qualification,1973-04-28,Mali,Sierra Leone,4.0,2.0,1
9260,Friendly,1973-04-29,Bolivia,Ecuador,3.0,3.0,1
9261,FIFA World Cup qualification,1973-04-29,Hungary,Austria,2.0,2.0,1
9262,FIFA World Cup qualification,1973-04-29,Peru,Chile,2.0,0.0,1
9263,FIFA World Cup qualification,1973-05-02,Bulgaria,Portugal,2.0,1.0,1
9264,FIFA World Cup qualification,1973-05-02,Denmark,Czechoslovakia,1.0,1.0,1
9265,Friendly,1973-05-02,Netherlands,Spain,3.0,2.0,1
9266,FIFA World Cup qualification,1973-05-04,Iran,North Korea,0.0,0.0,1
9267,FIFA World Cup qualification,1973-05-04,Syria,Kuwait,2.0,1.0,0
9268,FIFA World Cup qualification,1973-05-06,Albania,Romania,1.0,4.0,1
9269,Friendly,1973-05-06,Ecuador,Bolivia,0.0,0.0,1
9270,FIFA World Cup qualification,1973-05-06,Iran,Kuwait,2.0,1.0,1
9271,FIFA World Cup qualification,1973-05-06,North Korea,Syria,1.0,1.0,0
9272,FIFA World Cup qualification,1973-05-08,Iran,Syria,1.0,0.0,1
9273,FIFA World Cup qualification,1973-05-08,North Korea,Kuwait,0.0,0.0,0
9274,FIFA World Cup qualification,1973-05-08,Northern Ireland,Cyprus,3.0,0.0,0
9275,Friendly,1973-05-09,Germany,Yugoslavia,0.0,1.0,1
9276,FIFA World Cup qualification,1973-05-09,Switzerland,Turkey,0.0,0.0,1
9277,Muratti Vase,1973-05-09,Guernsey,Jersey,1.0,4.0,1
9278,FIFA World Cup qualification,1973-05-11,Iran,North Korea,2.0,1.0,1
9279,FIFA World Cup qualification,1973-05-11,Syria,Kuwait,2.0,0.0,0
9280,British Home Championship,1973-05-12,England,Northern Ireland,2.0,1.0,1
9281,Friendly,1973-05-12,Germany,Bulgaria,3.0,0.0,1
9282,Friendly,1973-05-12,Haiti,Ecuador,1.0,2.0,1
9283,British Home Championship,1973-05-12,Wales,Scotland,0.0,2.0,1
9284,FIFA World Cup qualification,1973-05-13,Chile,Peru,2.0,0.0,1
9285,FIFA World Cup qualification,1973-05-13,Iran,Kuwait,2.0,0.0,1
9286,FIFA World Cup qualification,1973-05-13,North Korea,Syria,3.0,0.0,0
9287,Friendly,1973-05-13,Poland,Yugoslavia,2.0,2.0,1
9288,FIFA World Cup qualification,1973-05-13,Russia,Republic of Ireland,1.0,0.0,0
9289,British Home Championship,1973-05-15,England,Wales,3.0,0.0,1
9290,Friendly,1973-05-15,Haiti,Ecuador,1.0,0.0,1
9291,FIFA World Cup qualification,1973-05-15,Iran,Syria,0.0,1.0,1
9292,FIFA World Cup qualification,1973-05-15,North Korea,Kuwait,0.0,2.0,0
9293,Friendly,1973-05-16,German DR,Hungary,2.0,1.0,1
9294,FIFA World Cup qualification,1973-05-16,Israel,Japan,2.0,1.0,0
9295,Friendly,1973-05-16,Poland,Republic of Ireland,2.0,0.0,1
9296,British Home Championship,1973-05-16,Scotland,Northern Ireland,1.0,2.0,1
9297,FIFA World Cup qualification,1973-05-16,Thailand,Vietnam Republic,0.0,1.0,0
9298,Copa Lipton,1973-05-17,Argentina,Uruguay,1.0,1.0,1
9299,FIFA World Cup qualification,1973-05-17,Hong Kong,Malaysia,1.0,0.0,0
9300,British Home Championship,1973-05-19,England,Scotland,1.0,0.0,1
9301,FIFA World Cup qualification,1973-05-19,France,Republic of Ireland,1.0,1.0,1
9302,FIFA World Cup qualification,1973-05-19,Israel,Malaysia,3.0,0.0,0
9303,FIFA World Cup qualification,1973-05-19,South Korea,Thailand,4.0,0.0,1
9304,British Home Championship,1973-05-19,Northern Ireland,Wales,1.0,0.0,0
9305,FIFA World Cup qualification,1973-05-20,Ivory Coast,Morocco,1.0,1.0,1
9306,FIFA World Cup qualification,1973-05-20,Vietnam Republic,Japan,0.0,4.0,0
9307,FIFA World Cup qualification,1973-05-21,Israel,Thailand,6.0,0.0,0
9308,FIFA World Cup qualification,1973-05-21,South Korea,Malaysia,0.0,0.0,1
9309,FIFA World Cup qualification,1973-05-22,Japan,Hong Kong,0.0,1.0,0
9310,FIFA World Cup qualification,1973-05-23,South Korea,Israel,0.0,0.0,1
9311,FIFA World Cup qualification,1973-05-23,Sweden,Austria,3.0,2.0,1
9312,FIFA World Cup qualification,1973-05-23,Thailand,Malaysia,0.0,2.0,0
9313,Copa Newton,1973-05-23,Uruguay,Argentina,1.0,1.0,1
9314,FIFA World Cup qualification,1973-05-24,Hong Kong,Vietnam Republic,1.0,0.0,0
9315,FIFA World Cup qualification,1973-05-26,Israel,Japan,1.0,0.0,0
9316,FIFA World Cup qualification,1973-05-26,South Korea,Hong Kong,3.0,1.0,1
9317,FIFA World Cup qualification,1973-05-26,Russia,France,2.0,0.0,0
9318,Friendly,1973-05-27,Brazil,Bolivia,5.0,0.0,1
9319,African Cup of Nations qualification,1973-05-27,Cameroon,DR Congo,2.0,1.0,1
9320,African Cup of Nations qualification,1973-05-27,Mali,Guinea,2.0,2.0,1
9321,African Cup of Nations qualification,1973-05-27,Uganda,Algeria,2.0,1.0,1
9322,African Cup of Nations qualification,1973-05-27,Tanzania,Mauritius,1.0,1.0,1
9323,Friendly,1973-05-27,Czechoslovakia,England,1.0,1.0,1
9324,Friendly,1973-05-27,Haiti,Colombia,1.0,2.0,1
9325,FIFA World Cup qualification,1973-05-27,Romania,German DR,1.0,0.0,1
9326,FIFA World Cup qualification,1973-05-28,South Korea,Israel,1.0,0.0,1
9327,Friendly,1973-05-29,Haiti,Colombia,2.0,1.0,1
9328,FIFA World Cup qualification,1973-06-02,Czechoslovakia,Denmark,6.0,0.0,1
9329,Friendly,1973-06-03,Algeria,Brazil,0.0,2.0,1
9330,FIFA World Cup qualification,1973-06-03,Morocco,Ivory Coast,4.0,1.0,1
9331,African Cup of Nations qualification,1973-06-05,Zambia,Madagascar,3.0,1.0,1
9332,African Cup of Nations qualification,1973-06-05,Madagascar,Zambia,2.0,1.0,1
9333,FIFA World Cup qualification,1973-06-06,Finland,German DR,1.0,5.0,1
9334,Friendly,1973-06-06,Haiti,Uruguay,0.0,0.0,1
9335,Friendly,1973-06-06,Norway,Republic of Ireland,1.0,1.0,1
9336,FIFA World Cup qualification,1973-06-06,Poland,England,2.0,0.0,1
9337,Friendly,1973-06-06,Tunisia,Brazil,1.0,4.0,1
9338,Friendly,1973-06-08,Faroe Islands,Iceland,0.0,4.0,1
9339,Friendly,1973-06-09,Italy,Brazil,2.0,0.0,1
9340,Friendly,1973-06-10,China,Pakistan,7.0,4.0,1
9341,Friendly,1973-06-10,Russia,England,1.0,2.0,1
9342,Indonesia Tournament,1973-06-12,Myanmar,Malaysia,2.0,2.0,0
9343,Friendly,1973-06-13,Austria,Brazil,1.0,1.0,1
9344,FIFA World Cup qualification,1973-06-13,Hungary,Sweden,3.0,3.0,1
9345,African Cup of Nations qualification,1973-06-14,Algeria,Uganda,1.0,1.0,1
9346,African Cup of Nations qualification,1973-06-14,Guinea,Mali,1.0,1.0,1
9347,African Cup of Nations qualification,1973-06-14,Mauritius,Tanzania,1.0,1.0,1
9348,African Cup of Nations qualification,1973-06-14,DR Congo,Cameroon,2.0,0.0,1
9349,Indonesia Tournament,1973-06-14,Indonesia,Malaysia,2.0,0.0,1
9350,Friendly,1973-06-14,Italy,England,2.0,0.0,1
9351,Friendly,1973-06-16,Germany,Brazil,0.0,1.0,1
9352,Friendly,1973-06-17,China,Somalia,7.0,4.0,1
9353,Indonesia Tournament,1973-06-18,Indonesia,Myanmar,0.0,0.0,1
9354,FIFA World Cup qualification,1973-06-21,Colombia,Ecuador,1.0,1.0,1
9355,Nordic Championship,1973-06-21,Denmark,Norway,1.0,0.0,1
9356,Friendly,1973-06-21,Russia,Brazil,0.0,1.0,1
9357,Friendly,1973-06-22,Switzerland,Scotland,1.0,0.0,1
9358,Friendly,1973-06-23,South Korea,Japan,2.0,0.0,1
9359,FIFA World Cup qualification,1973-06-24,Colombia,Uruguay,0.0,0.0,1
9360,Friendly,1973-06-25,Sweden,Brazil,1.0,0.0,1
9361,FIFA World Cup qualification,1973-06-28,Ecuador,Colombia,1.0,1.0,1
9362,Friendly,1973-06-30,Scotland,Brazil,0.0,1.0,1
9363,FIFA World Cup qualification,1973-07-01,Ecuador,Uruguay,1.0,2.0,1
9364,Friendly,1973-07-01,Peru,Colombia,3.0,1.0,1
9365,Friendly,1973-07-03,Republic of Ireland,Brazil,3.0,4.0,1
9366,Friendly,1973-07-05,Tanzania,Congo,2.0,1.0,1
9367,FIFA World Cup qualification,1973-07-05,Uruguay,Colombia,0.0,1.0,1
9368,Friendly,1973-07-06,Malawi,Mauritius,4.0,1.0,1
9369,Friendly,1973-07-08,Malawi,Mauritius,1.0,0.0,1
9370,Nordic Championship,1973-07-08,Sweden,Finland,1.0,1.0,1
9371,FIFA World Cup qualification,1973-07-08,Uruguay,Ecuador,4.0,0.0,1
9372,Friendly,1973-07-11,Sweden,Iceland,1.0,0.0,1
9373,Copa Carlos Dittborn,1973-07-13,Argentina,Chile,5.0,4.0,1
9374,Friendly,1973-07-15,Bolivia,Peru,2.0,0.0,1
9375,African Cup of Nations qualification,1973-07-15,Ghana,Ivory Coast,0.0,3.0,1
9376,African Cup of Nations qualification,1973-07-15,Zambia,Nigeria,5.0,1.0,1
9377,Friendly,1973-07-15,Mauritius,Réunion,1.0,1.0,1
9378,African Cup of Nations qualification,1973-07-15,Nigeria,Zambia,3.0,2.0,1
9379,Friendly,1973-07-16,Egypt,Tanzania,10.0,1.0,0
9380,Friendly,1973-07-17,Iceland,German DR,1.0,2.0,1
9381,Copa Carlos Dittborn,1973-07-18,Chile,Argentina,3.0,1.0,1
9382,Friendly,1973-07-19,Iceland,German DR,0.0,2.0,1
9383,Friendly,1973-07-19,Israel,Uruguay,1.0,2.0,1
9384,Palestine Cup,1973-07-21,Syria,Palestine,1.0,1.0,0
9385,Friendly,1973-07-24,Chile,Bolivia,3.0,0.0,1
9386,Friendly,1973-07-25,Norway,North Korea,3.0,0.0,1
9387,Merdeka Tournament,1973-07-26,Cambodia,Singapore,1.0,1.0,0
9388,Merdeka Tournament,1973-07-26,Malaysia,Kuwait,0.0,0.0,1
9389,Copa Ramón Castilla,1973-07-27,Argentina,Peru,3.0,1.0,1
9390,Merdeka Tournament,1973-07-27,Bangladesh,Thailand,2.0,2.0,0
9391,Merdeka Tournament,1973-07-27,India,Vietnam Republic,2.0,1.0,0
9392,Merdeka Tournament,1973-07-28,Myanmar,South Korea,0.0,0.0,0
9393,Merdeka Tournament,1973-07-28,Kuwait,Singapore,2.0,0.0,0
9394,African Cup of Nations qualification,1973-07-29,Ivory Coast,Central African Republic,5.0,1.0,0
9395,Merdeka Tournament,1973-07-29,Bangladesh,Vietnam Republic,1.0,1.0,0
9396,Merdeka Tournament,1973-07-29,India,Thailand,2.0,0.0,0
9397,African Cup of Nations qualification,1973-07-29,Ivory Coast,Ghana,1.0,0.0,1
9398,Merdeka Tournament,1973-07-30,Malaysia,South Korea,1.0,2.0,1
9399,Merdeka Tournament,1973-07-30,Myanmar,Singapore,1.0,0.0,0
9400,Merdeka Tournament,1973-07-31,Bangladesh,Kuwait,1.0,2.0,0
9401,Friendly,1973-08-01,Canada,Poland,1.0,3.0,1
9402,Merdeka Tournament,1973-08-01,South Korea,Thailand,0.0,0.0,0
9403,Merdeka Tournament,1973-08-02,Bangladesh,Singapore,1.0,1.0,0
9404,Merdeka Tournament,1973-08-02,Myanmar,Vietnam Republic,2.0,1.0,0
9405,FIFA World Cup qualification,1973-08-02,Iceland,Norway,0.0,4.0,1
9406,Friendly,1973-08-03,China,Guinea,5.0,2.0,1
9407,Merdeka Tournament,1973-08-03,Cambodia,South Korea,0.0,1.0,0
9408,Friendly,1973-08-03,United States,Poland,0.0,1.0,1
9409,Merdeka Tournament,1973-08-03,Malaysia,Thailand,2.0,2.0,1
9410,Merdeka Tournament,1973-08-03,Malaysia,Cambodia,1.0,0.0,1
9411,Merdeka Tournament,1973-08-03,Malaysia,India,4.0,0.0,1
9412,Merdeka Tournament,1973-08-05,India,Cambodia,3.0,0.0,0
9413,Merdeka Tournament,1973-08-05,Myanmar,Kuwait,2.0,0.0,0
9414,Merdeka Tournament,1973-08-05,India,South Korea,0.0,0.0,0
9415,Friendly,1973-08-05,Canada,United States,0.0,2.0,1
9416,FIFA World Cup qualification,1973-08-05,Chile,Peru,2.0,1.0,0
9417,FIFA World Cup qualification,1973-08-05,Ghana,DR Congo,1.0,0.0,1
9418,Friendly,1973-08-05,Mexico,Poland,0.0,1.0,0
9419,Friendly,1973-08-05,Russia,Sweden,0.0,0.0,1
9420,Merdeka Tournament,1973-08-05,Singapore,Vietnam Republic,0.0,1.0,0
9421,Merdeka Tournament,1973-08-06,Cambodia,Thailand,1.0,4.0,0
9422,Friendly,1973-08-06,Eswatini,Malawi,0.0,1.0,1
9423,Merdeka Tournament,1973-08-08,Bangladesh,Myanmar,0.0,6.0,0
9424,Merdeka Tournament,1973-08-08,Kuwait,Vietnam Republic,2.0,1.0,0
9425,Friendly,1973-08-08,Mexico,Poland,1.0,2.0,1
9426,Merdeka Tournament,1973-08-09,India,Vietnam Republic,1.0,1.0,0
9427,Merdeka Tournament,1973-08-10,Cambodia,Singapore,0.0,3.0,0
9428,Merdeka Tournament,1973-08-10,Malaysia,Myanmar,2.0,1.0,1
9429,Friendly,1973-08-10,United States,Poland,0.0,4.0,1
9430,Palestine Cup,1973-08-11,Libya,United Arab Emirates,2.0,2.0,1
9431,Merdeka Tournament,1973-08-11,South Korea,Kuwait,0.0,1.0,0
9432,Merdeka Tournament,1973-08-11,South Korea,Myanmar,1.0,2.0,0
9433,Merdeka Tournament,1973-08-12,Bangladesh,Thailand,0.0,2.0,0
9434,Palestine Cup,1973-08-12,Egypt,Yemen DPR,6.0,1.0,0
9435,Merdeka Tournament,1973-08-12,Malaysia,Kuwait,3.0,1.0,1
9436,Friendly,1973-08-12,New Zealand,Iran,0.0,0.0,1
9437,Friendly,1973-08-12,United States,Poland,1.0,0.0,1
9438,FIFA World Cup qualification,1973-08-12,Zambia,Kenya,2.0,0.0,1
9439,Palestine Cup,1973-08-13,Algeria,United Arab Emirates,2.0,0.0,0
9440,Palestine Cup,1973-08-13,Iraq,Yemen,2.0,0.0,0
9441,Friendly,1973-08-13,Singapore,Bangladesh,0.0,1.0,1
9442,Palestine Cup,1973-08-13,Palestine,Yemen DPR,1.0,0.0,0
9443,Palestine Cup,1973-08-13,Syria,Tunisia,1.0,4.0,0
9444,Palestine Cup,1973-08-14,Libya,Yemen,10.0,0.0,1
9445,Palestine Cup,1973-08-15,Algeria,Iraq,0.0,0.0,0
9446,Friendly,1973-08-15,Congo,Uganda,3.0,2.0,1
9447,Palestine Cup,1973-08-15,Egypt,Tunisia,0.0,1.0,0
9448,Friendly,1973-08-15,Singapore,India,4.0,5.0,1
9449,Palestine Cup,1973-08-16,Yemen,United Arab Emirates,1.0,1.0,0
9450,Palestine Cup,1973-08-16,Syria,Yemen DPR,7.0,1.0,0
9451,Palestine Cup,1973-08-16,Egypt,Palestine,2.0,0.0,0
9452,Palestine Cup,1973-08-17,Algeria,Yemen,15.0,1.0,0
9453,FIFA World Cup qualification,1973-08-18,Australia,Iran,3.0,0.0,1
9454,Palestine Cup,1973-08-18,Libya,Iraq,0.0,0.0,1
9455,Friendly,1973-08-19,Bulgaria,Poland,0.0,2.0,1
9456,FIFA World Cup qualification,1973-08-19,DR Congo,Ghana,4.0,1.0,1
9457,FIFA World Cup qualification,1973-08-19,Kenya,Zambia,2.0,2.0,1
9458,Palestine Cup,1973-08-19,Tunisia,Yemen DPR,2.0,0.0,0
9459,Palestine Cup,1973-08-20,Egypt,Syria,0.0,2.0,0
9460,Palestine Cup,1973-08-20,Iraq,United Arab Emirates,3.0,1.0,0
9461,Palestine Cup,1973-08-21,Libya,Algeria,0.0,2.0,1
9462,Palestine Cup,1973-08-21,Palestine,Tunisia,2.0,6.0,0
9463,FIFA World Cup qualification,1973-08-22,Netherlands,Iceland,5.0,0.0,1
9464,Palestine Cup,1973-08-23,Algeria,Syria,0.0,0.0,0
9465,Palestine Cup,1973-08-23,Iraq,Tunisia,0.0,2.0,0
9466,FIFA World Cup qualification,1973-08-24,Iran,Australia,2.0,0.0,1
9467,Palestine Cup,1973-08-25,Algeria,Iraq,0.0,0.0,0
9468,Palestine Cup,1973-08-26,Syria,Tunisia,0.0,4.0,0
9469,Nordic Championship,1973-08-29,Finland,Sweden,1.0,2.0,1
9470,FIFA World Cup qualification,1973-08-29,Netherlands,Iceland,8.0,1.0,1
9471,Southeast Asian Peninsular Games,1973-09-01,Singapore,Thailand,1.0,0.0,1
9472,FIFA World Cup qualification,1973-09-02,Bolivia,Paraguay,1.0,2.0,1
9473,Southeast Asian Peninsular Games,1973-09-02,Malaysia,Thailand,1.0,1.0,0
9474,Southeast Asian Peninsular Games,1973-09-02,Myanmar,Laos,8.0,0.0,0
9475,Southeast Asian Peninsular Games,1973-09-03,Myanmar,Vietnam Republic,3.0,2.0,0
9476,Southeast Asian Peninsular Games,1973-09-04,Singapore,Malaysia,0.0,0.0,1
9477,Southeast Asian Peninsular Games,1973-09-04,Vietnam Republic,Laos,5.0,1.0,0
9478,Friendly,1973-09-05,Russia,Germany,0.0,1.0,1
9479,Southeast Asian Peninsular Games,1973-09-06,Myanmar,Malaysia,1.0,0.0,0
9480,Southeast Asian Peninsular Games,1973-09-06,Singapore,Vietnam Republic,1.0,1.0,1
9481,Southeast Asian Peninsular Games,1973-09-07,Singapore,Malaysia,0.0,3.0,1
9482,Friendly,1973-09-08,France,Greece,3.0,1.0,1
9483,Southeast Asian Peninsular Games,1973-09-08,Myanmar,Vietnam Republic,3.0,2.0,0
9484,FIFA World Cup qualification,1973-09-09,Argentina,Bolivia,4.0,0.0,1
9485,Friendly,1973-09-09,United States,Bermuda,1.0,0.0,1
9486,FIFA World Cup qualification,1973-09-12,Norway,Netherlands,1.0,2.0,1
9487,FIFA World Cup qualification,1973-09-16,Paraguay,Argentina,1.0,1.0,1
9488,Friendly,1973-09-20,Mexico,Chile,1.0,2.0,1
9489,Korea Cup,1973-09-22,Myanmar,Thailand,2.0,2.0,0
9490,Korea Cup,1973-09-22,South Korea,Cambodia,6.0,0.0,1
9491,CECAFA Cup,1973-09-22,Uganda,Somalia,6.0,1.0,1
9492,FIFA World Cup qualification,1973-09-23,Bolivia,Argentina,0.0,1.0,1
9493,CECAFA Cup,1973-09-23,Kenya,Zanzibar,2.0,0.0,0
9494,Nordic Championship,1973-09-23,Norway,Denmark,0.0,1.0,1
9495,Korea Cup,1973-09-24,South Korea,Indonesia,3.0,1.0,1
